Intent,Sentence,Outlier
天气,你好 请问 一下 明天 广州 的 天气 如何,False
飞机,搜索 武汉 到 南京 的 机票,False
电话,打电话 给 王安娜,False
电话,幺 三零二 三八 四七 三四 二,False
电话,打 给 亲爱 的 楼,False
地图,导航 到 山东省 菏泽市 王浩屯 镇,False
天气,天气 好不好 啊,False
app,打开 熊猫 看书,False
股票,查询 东吴 证券 的 股票,False
食谱,蛋炒饭 怎么 煮,False
食谱,蒸鱼,False
新闻,今天 杭州 有 什么 新闻,False
健康,宫外孕 怎么办,False
节目,焦点访谈 什么 时候 播,False
比赛,中超 比赛结果 今天 呢,False
食谱,金酱 肉丝 的 做法,False
比赛,上海申花 的 赛程,False
食谱,蚝油 生菜 的 做法,False
email,转发 这 条 mail,False
食谱,瘦肉粥,False
节目,今天 电影频道 演 什么,False
短信,给 张倩倩 发短信,False
网站,摩尔 勇士,False
节目,现在 有 什么 好看 的 电视剧,False
食谱,请 帮 我 找 一下 酸菜鱼 的 做法,False
天气,合肥 明天 的 湿度 如何,False
火车,明天 南京 到 徐州 的 火车,False
app,打开 会 说话 的 汤姆 猫,False
健康,淋病 怎么办,False
电视频道,江苏 影视 台,False
短信,给 杨 李鹏 发短信,False
食谱,怎么 做 京酱 肉丝,False
诗歌,来 一 首 咏柳,False
谜语,讲 一个 谜语 啊 你 哦,False
app,进入 设置 菜单,False
联络,把 徐程 的 电话 发给 吴芳,False
电视频道,西藏 卫视,False
电话,打 给 人名,False
食谱,水饺 的 做法,False
食谱,冯沙 排骨 怎么 做,False
健康,偏头痛 怎么 治,False
联络,添加 一 条 通讯录 姓名 葛勇 手机 号码 电话号码,False
节目,现在 哪个 频道 播放 电视剧,False
食谱,那 烤箱 做 面包 怎么 做,False
火车,杭州 南站 到 龙游 的 火车 有 哪 几 班,False
节目,央视 三 台 现在 播放 什么 节目,False
新闻,我 想 听听 今天 的 新闻,False
飞机,广州 至 南宁 航班,False
飞机,帮 我 查 一下 广州 到 长沙 的 航班,False
股票,查寻 天龙 集团 的 股票,False
网站,打开 三 g 门户网站,False
诗歌,江山 有 奇峰 下 一 句,False
健康,截瘫 吧,False
电话,拨打 电话 给 人名,False
翻译,你 去 哪 用 英文 怎么 说,False
新闻,我 想 今天 新闻 最近 有 什么 新 的 新闻,False
天气,大连 天气,False
翻译,你 叫 什么 名字 英文 怎么 说,False
食谱,鱼香肉丝 哦,False
比赛,帮 我 搜 一下 中超 3 月份 的 对阵 情况,False
新闻,今天 的 新闻 有 什么,False
健康,发烧 好 吗,False
地图,查 一下 沿途 的 科大讯飞,False
食谱,怎么 做 炸鸡,False
计算,根号 3 是 多少,False
飞机,查询 上海 到 玉林 的 航班,False
电话,打电话 给 奥巴马,False
日程,查看 最近 的 日程,False
诗歌,帮 我 来 一 首 兰陵王,False
app,打开 sky 电话,False
健康,咳嗽 怎么 治,False
食谱,嘉兴 粽子,False
食谱,白 面粉 可以 怎样 做 饼,False
食谱,椒盐 排骨 怎么 做 你,False
火车,明天 有没有 洛阳 到 西安 的 高铁,False
短信,发 信息 给 老妈 说 我 在 吃饭,False
股票,查寻 科大讯飞 的 股,False
健康,如何 治疗 龟头炎,False
计算,4 的 2 次 方根,False
诗歌,搜 搜 一 首 毛泽东 的 诗,False
食谱,猪 舌头 怎么 做 比较 好吃,False
网站,打开 人名 的 网站,False
计算,15 加上 2 的 平方,False
天气,扬州 天气,False
火车,四月 六 号 南宁 到 上海 的 火车,False
电视频道,先锋 乒羽,False
电视频道,老 故事,False
电视频道,陕西 二套,False
股票,杰瑞 股份 股价,False
app,音乐 播放器,False
电视频道,帮 我 切换 到 湖南卫视,False
天气,罗山 天气,False
火车,帮 我 查 一下 临海 到 上海 的 火车,False
股票,查询 濮耐 股份 的 股票,False
电视频道,高清 央视 综艺,False
短信,发送 短信 给 东莞 李 月华 就 说 今天 赶紧 回来,False
比赛,中超 比赛 结果,False
食谱,鱼肉 怎么 做,False
比赛,恒大 山东鲁能 比分 是 多少,False
诗歌,来 一 首 纳兰性 德 的 词,False
节目,哪些 台 在 放电影,False
翻译,请 翻译 苹果,False
食谱,牛骨 汤,False
股票,查 一下 零零 零八 六八 的 股票行情,False
日程,明早 8 : 10 叫醒 我,False
网站,进 你 的 官网,False
网站,打开 苹果 香港 官方网站,False
天气,保定 天气,False
飞机,帮 我 查 一下 明天 南昌 到 广州 的 飞机票,False
电视频道,北京 财经,False
电视频道,我 想 看 CCTV 一 频道,False
诗歌,查 一 首 古诗 武林 春,False
股票,永辉 超市 股份 的 价格,False
电视频道,远教 四 台,False
火车,温州 到 瑞昌 的 火车,False
电话,打电话 到 飞云,False
天气,查看 一下 天气预报,False
食谱,山寨 鱼 怎么 做,False
地图,帮 我 查 一下 合肥市 三孝口 在 哪里,False
诗歌,请 念 一 首 毛泽东 诗词,False
诗歌,搜索 兰陵王,False
比赛,播放 青岛 中能 的 赛程,False
节目,帮 我 查找 一下 今天 晚上 有 什么 电视节目,False
节目,找找 非诚 勿 扰 什么 时候 结束,False
新闻,播放 最近 的 新闻,False
食谱,做 蛋挞 怎么 做,False
股票,伊利 股份,False
翻译,腿 英文 怎么 说,False
地图,从 南京 到 亳州 怎么 走,False
食谱,红烧肉 的 做法 a,False
短信,给 刘西 发短信,False
新闻,有 什么 重大新闻,False
电视频道,换 江苏 卫视,False
谜语,讲 个 脑筋 急转弯 我 我 格 你 是 谁,False
翻译,我 今天 帮 爷爷 洗衣服 的 英文 怎么 说,False
地图,去 汽车 南站 怎么 走,False
诗歌,来 一 句 唐诗 呗,False
谜语,来 个 字谜 我 猜 一下,False
飞机,查 一下 济南 到 成都 的 航班,False
食谱,腊鱼,False
股票,安徽 合力 股票,False
节目,上海东方 卫视 现在 在 播放 什么,False
节目,国防 军事 频道 2 天后 播 捍卫者,False
食谱,番 红烧肉 的 做法,False
电视频道,浙江 台,False
联络,新建 联系人 振华 奎 号码 是 幺 三五 零 八九 四九 三 幺 二,False
节目,能 不能 看 当前 的 中超联赛,False
电话,打电话 给 陈雷,False
诗歌,嗯 你 来 一 首 李白 的 诗词 的,False
火车,广州 到 南宁 的 火车,False
地图,华晶 小学 在 哪里,False
联络,新建 联系人 麦当劳 电话号码,False
节目,哪个 电视台 在 放 神雕侠侣,False
火车,宿州 到 北京 的 火车 有 哪些,False
比赛,我 想 看 足球 中超 第 25 轮 的 比赛 时间,False
食谱,鸽子 怎么 做 最 好吃,False
计算,帮 我 算 一 算 45 的 平方根,False
飞机,八月 十 号 从 重庆 到 武汉 的 航班,False
地图,鹰潭 到 景德镇,False
地图,湖里 公园 在 哪里,False
地图,从 我 这里 到 科大讯飞 走 高速 路线,False
食谱,牛肉 的 做法,False
app,把 我 打开 UC 浏览器,False
电视频道,打开 珠江 台,False
新闻,最新 的 新闻 播报 一下,False
节目,最近 1 周 北京电视台 4 有 转播 X 女特工 呢,False
食谱,请问 意大利 面 怎么 做,False
诗歌,读 句 诗 来 听听,False
短信,发 信息 给 人名,False
地图,合肥 百货大楼 在 哪里,False
谜语,猜 个 谜语 哦,False
节目,回看 烽火 佳人 回看 安徽 卫视 烽火 佳人,False
食谱,川崎 玫瑰 的 制作方法,False
谜语,不是 我 是 说 我 给 你 猜 个 谜语 吧,False
诗歌,老 朗诵 首 古诗,False
电话,拨打 人名 电话,False
谜语,给 我 搜索 脑筋 急转弯,False
app,百度 百科,False
app,帮 我 开 捕鱼 达 人,False
电话,给 小鱼 打电话,False
地图,合肥 的 大润发 在 哪,False
食谱,回锅肉 做法,False
新闻,美国 最近 有 什么 新闻,False
地图,从 二手车 市场 到 八一 广场 怎么 走,False
翻译,我 喜欢 亚楠 用 英语 怎么 说,False
健康,包茎 怎么办,False
股票,讯 飞 科技 股票价格,False
天气,丽水 的 天气 怎么样,False
地图,平阳 怎么 走 吗,False
节目,湖南卫视 放 什么 节目,False
食谱,菠萝包 怎么 做,False
食谱,猪肉 灌汤包 怎么 做,False
食谱,菠萝 咕咾肉 的 做法,False
食谱,家常 凉菜 怎么 做,False
电话,我 想 打电话 给 李四,False
节目,我 昨天晚上 的 今日 关注,False
诗歌,古诗 长恨歌,False
短信,发短信 给 上海浦东发展银行 95528,False
食谱,可乐 鸡翅 怎么 做 呀 晚点 告诉 我,False
健康,颈椎病 用 什么 药物 治疗,False
天气,今天 有 雨 吗,False
飞机,帮 我 查 一下 深圳 到 桂林 后天 的 机票,False
天气,青阳 天气 如何,False
天气,天气 南京,False
短信,给 人名 发短信 说 我 今天 没有 空,False
股票,蓝鹰 股票,False
节目,最近 江苏 卫视 有 什么 好 节目 吗,False
节目,现在 湖南卫视 放 什么 电视,False
食谱,烧 排骨汤 需要 什么 调料,False
诗歌,床前 明月光 下 一 句 是 怎么 说,False
app,人名 打开 相机,False
短信,给 小阳 发短信,False
食谱,红烧鱼 块,False
诗歌,那 就 来 一 首 李白 的 诗词,False
计算,2 平方,False
地图,沿途 有没有 加油站,False
股票,江苏 阳光 的 股票 怎么样 了,False
股票,科大讯飞 昨日 成交价,False
食谱,红烧 猪脚,False
飞机,查询 后天 成都 到 伦敦 的 航班,False
诗歌,搜索 蜀道难,False
节目,昨晚 哪个 频道 有 张艺谋 出演 的 电视剧,False
火车,明天 去 蚌埠 的 车票,False
火车,明天 去 滁州 的 火车,False
食谱,基尾 虾 怎么 做,False
食谱,风魔 炒 鱼香肉丝,False
食谱,草虾 尾 怎样 做,False
日程,取消 明天 的 闹钟,False
时间,哪 天 清明节,False
网站,给 我 打开 百度网,False
时间,今天 农历 是 多少,False
电话,打电话,False
短信,发条 短信 给 张 亚东,False
联络,查找 张伟军,False
食谱,银耳 莲子 羹,False
短信,帮 我 发条 短信 吧,False
天气,明天 的 天气,False
诗歌,所以 说 李白 的 诗,False
食谱,新奥尔良 烤 翅 的 做法,False
火车,广州 去 昆明 的 火车,False
食谱,要 怎么 煮饭,False
飞机,晋江 到 武汉 的 航班,False
食谱,辣 酸菜鱼 怎么 做 了,False
健康,胆结石 怎样 治疗,False
日程,帮 我 调 明天 早上 8 : 10 的 闹钟,False
谜语,来个 脑筋 急转弯 儿,False
电视频道,东方 台,False
股票,腾讯 公司 的 股票,False
食谱,欧树 的 叶子 怎么 炒,False
火车,查询 安阳 到 郑州 的 动车,False
诗歌,来 is 来 一 首 采莲,False
节目,那 中央 六 台 明天 演 什么 节目,False
谜语,打 个 谜语 吧,False
食谱,凉菜 是 怎么 做 的,False
翻译,当前 不再 呼叫 英语 怎么 说,False
飞机,帮 我 订 一 张 杭州 到 上海 的 机票,False
节目,今晚 有 什么 节目 啊,False
电话,给 金华 打电话,False
翻译,晚安 的 英语,False
日程,帮 我 调 明天 8 : 10 的 闹钟,False
新闻,今天 的 新闻 欲,False
食谱,爆炒 猪肝 怎么 做,False
食谱,怎么 做饭 好吃,False
食谱,梅菜扣肉 的 做法 告诉 我 一下 啊,False
健康,脑瘫,False
火车,厦门 到 福建 建阳 的 火车 是 几 点 呢,False
健康,白带 异常,False
诗歌,仓央嘉措 的 诗词,False
节目,给 我 查下 明天 凌晨 在 放 妈妈 来 了,False
app,打开 搜狐 微博,False
食谱,不 蒸 了 牛肉丸,False
诗歌,唐诗 登高,False
股票,查询 科大讯飞 的 股价,False
天气,二月 一 日 柳州 的 天气,False
翻译,睡觉 用 英文 怎么 说,False
email,给 我 打开 mail,False
日程,明早 8 : 10 闹钟,False
诗歌,那 就 来 一 首 李白 的 诗词 吗,False
计算,4 乘 6 乘 7 再 除以 二,False
网站,把 我 打开 淘宝 的 网页,False
食谱,卤 猪蹄 怎么 做,False
诗歌,家 背 首 沁园春 雪,False
股票,中国 太保 股票,False
节目,现在 中央 一 台 在播 什么 节目,False
诗歌,雄关 漫道 真如铁 下 一 句 是 什么,False
电视频道,帮 我 调到 安徽 卫视,False
网站,现在 我 也 想 上 新浪网 了,False
电话,打电话 给 大哥,False
节目,电视台 现在 在 播放 什么 大陆 动漫,False
食谱,火腿肠 怎么 炒 好吃,False
火车,查询 宜春 到 南昌 的 火车 列车 时刻表,False
短信,我 现在 要 发 一 条 信息,False
股票,查询 海螺 水泥 的 股票,False
email,我 想要 转发 这封 邮件,False
谜语,那来 个 灯谜 吧,False
app,酷狗 音乐盒,False
诗歌,读 一 首 唐诗,False
食谱,冰糖葫芦 怎么 做 你 女子,False
地图,松江 钢材 城 在 哪里,False
翻译,智能手机 英语 怎么 说,False
诗歌,那 你 爸 给 我 背 一 首 唐诗 了,False
新闻,龙岩 新闻,False
地图,移动 公司 在 哪里 呀,False
翻译,你 叫 什么 名字 翻译 一下,False
节目,昨天晚上 湖南卫视 演 什么,False
火车,帮 我 查 一下 洛阳 到 赣州 的 火车,False
网站,九阴真经,False
食谱,土豆 烧肉,False
地图,广东省 英德 在 哪里,False
食谱,做 糖醋排骨,False
食谱,水果 沙拉 怎么 做,False
火车,安阳 到 郑州 的 火车,False
地图,讯 飞语 点 我 现在 在 哪里,False
节目,安安 昨天 11 : 07 的 风华 国乐,False
食谱,臭豆腐 汤 怎么 烧,False
翻译,茶 用 英语 怎么 说 呀,False
诗歌,我 想 听 首 唐诗,False
电话,拨打 幺 零零 八六 一一,False
翻译,翻译 牛,False
网站,打开 科大讯飞 网站,False
地图,告诉 我 西安 的 位置,False
地图,科大讯飞 在 哪里 呀,False
诗歌,我 要 听 李白 的 诗,False
节目,现在 热门 的 电视剧 是 什么,False
诗歌,说 一 首 唐诗 吧,False
股票,居然 股份 股票 怎么样,False
股票,招商银行 港股 的 股价,False
飞机,西昌 到 成都 的 航班,False
火车,列车 深圳 到 广州,False
短信,发短信 给 姐姐 说 晚上 一起 吃 面条,False
健康,胃溃疡,False
节目,哪个 台 在 放 甄 嬛,False
节目,今晚 什么 节目 呀,False
食谱,手 抓 饼 的 做法,False
食谱,西红柿 炒蛋 怎么 煮,False
节目,什么 电视台 什么 时间 有 转播 仁心 解码 2,False
食谱,烤肉串,False
食谱,凉拌 海蜇 怎么 做 好吃,False
节目,看看 今天 有 什么 好看 的 节目,False
食谱,青鱼 的 做法,False
诗歌,落花 不是 无情 物 的 下 一 句 是 什么,False
翻译,翻译 共产党员,False
谜语,你 会 猜谜语 吗,False
食谱,自 演艺 羊肉 怎么 做,False
电视频道,CCTV 6 电影 高清,False
火车,查 一下 上海 到 苏州 的 火车票,False
食谱,烤鸭 啊,False
翻译,西红柿 用 英语 怎么 说,False
email,我 要 全部 回复,False
食谱,我 想 知道 皮蛋 瘦肉粥 是 怎么 做 的,False
食谱,干 豆角 怎么 烧,False
app,把 uc 打开 啊,False
天气,舒城 的 天气,False
节目,爱笑 会议室 什么 时候 播放,False
食谱,你 酸辣 土豆丝 怎么 做,False
食谱,炒 豆腐,False
天气,好 今天天气 怎么样,False
电视频道,吉林 电视台,False
地图,到 鼓楼 怎么 走,False
新闻,播放 最近 新闻,False
股票,通宝 能源 股票,False
诗歌,杜甫 的 诗,False
节目,看 当前 直播 的 比赛,False
节目,央视 少儿 频道 的 节目 的,False
谜语,爆笑 谜语,False
节目,非诚 勿扰 什么 时候 演 啊,False
地图,查 一下 到 长途汽车站 去 的 最 省钱 的 线路,False
翻译,一千五 英语 怎么 说,False
天气,北流 的 天气,False
新闻,国际 新闻,False
食谱,面包 的 配方,False
电话,打电话 给 幺 三 二三 五六 二零二 五五,False
节目,咱们 结婚 吧 什么 时候 播出,False
食谱,说 萝卜 怎么 做,False
时间,还有 多少 天 过年,False
食谱,蒸 鸡蛋糕,False
新闻,搜索 娱乐 新闻,False
新闻,讯 飞 语音 我 想 知道 山东省 东营市 今天 的 新闻,False
食谱,怎么 烧 西红柿 炒蛋,False
地图,到 公园 怎么 走,False
地图,我 想到 科大讯飞 怎么 走,False
地图,春熙路 怎么 走,False
股票,包钢 稀土 股票价格,False
地图,去 常州 武进 路线,False
比赛,热火 NBA 季前赛 的 那个 赛程,False
地图,查询 北京 到 上海 的 路线,False
计算,54 的 立方 再 加上 35,False
email,我 想 全部 回应,False
节目,周二 电影,False
诗歌,锄禾日当午 下面 一 句 是 什么,False
电话,打电话 给 美华,False
地图,从 这里 到 市中心 怎么 走,False
飞机,给 我 定 一 张 株洲 到 深圳 的 机票,False
电视频道,帮 我 打开 CCTV 五,False
火车,明天 有 火车 到 襄阳 吗,False
健康,甲亢,False
节目,可不 中央 五 套 明天 的 节目单,False
谜语,打 一个 灯谜 啊 你,False
网站,中国 新华网 打开,False
健康,大肠癌,False
健康,给 我 查 一下 乳腺 增生 怎么 治疗,False
诗歌,来首 李白 的 诗集,False
节目,今晚 安徽 卫视 有 什么 节目,False
电话,打 人名 电话,False
谜语,给 我 讲 一个 谜语 吧,False
食谱,凉皮 的 制作方法,False
短信,发短信 给 人名 的,False
健康,咳嗽,False
食谱,草莓 芒果 西米露,False
节目,影视频道 有 什么 节目,False
计算,3 的 平方 除以 2 的 立方 的 商 减去 4 的 平方根 的 立方,False
时间,看看 现在 几 点 几 分,False
翻译,我 不 知道 的 英文 怎么 说,False
食谱,甲鱼 炖 鸡 如何 制作,False
网站,上 百度 网站,False
食谱,凉拌菜,False
股票,截止 目前 银鸽投资 股份 的 市值 是 多少,False
食谱,炸 馒头 片,False
email,替 我 答复 这 条 邮件,False
火车,帮 我 查 一下 苏州 到 上海 的 火车,False
食谱,土豆 炒 肉丝 的 做法,False
节目,湖南台 演 什么 节目,False
电视频道,找 湖南卫视,False
谜语,来 一个 字谜 二,False
短信,发 信息 给 人名,False
地图,南光 集团 怎么 走,False
食谱,红烧 猪脚 怎么 做 啊,False
email,帮 我 写 一 封 邮件,False
飞机,查询 今天 成都 到 北京 的 航班,False
火车,帮 我 网上 订 车票,False
火车,帮 我 查询 一下 温州 到 上海 的 火车,False
短信,给 人名 发短信 说 我 不 回来 吃饭 了,False
天气,庐山 天气,False
食谱,请 告诉 我 清蒸 桂鱼 怎么 做,False
翻译,福尔 摩 探案 急 翻译成 英文,False
网站,进入 三 w 点 百度 点 com,False
股票,六零 零零 三 六 昨天 的 涨跌幅 情况,False
飞机,请 查询 一下 深圳 飞往 上海 的 航班,False
短信,给 黄杠 发短信,False
联络,新建 联系人 孙晓飞 幺 三八 三八 四四 三八 九五,False
地图,到 科大讯飞 怎么 走 更 快 一些,False
食谱,红烧 排骨 怎么 做 的 吗,False
联络,查寻 标兵 的 号码,False
食谱,糖醋 鲤鱼 怎么 做 而,False
火车,枣庄 到 淄博 的 火车票,False
时间,旧金山 几 点 几 分,False
股票,我 想 看看 股票 零零 二 幺 幺 八紫鑫 药业 股 吧,False
飞机,上海 飞往 北京 的 航班,False
诗歌,背 将进酒,False
健康,肾虚 怎么 治疗,False
节目,东方 高清 台 的 节目单,False
比赛,中超 比赛 时间 我,False
短信,发 信息 给 苏建 江,False
食谱,坐 宫保鸡 丁 需要 哪些 材料,False
新闻,钓鱼岛 事件,False
火车,湖北 荆州 到 黄石 的 火车,False
健康,关节痛 怎么办,False
app,金山词霸,False
诗歌,ok 好 来首 李白 的 诗词,False
食谱,油 焖 大虾 怎么 做,False
联络,新建 联系人 电话号码,False
翻译,时间 的 英文 怎么 讲,False
电话,呼叫 二 小姐,False
健康,近视眼 怎么 治疗,False
email,我 要 查看 邮件,False
电视频道,北京 财经 台,False
email,发邮件 给 晶晶,False
火车,上饶 到 南昌 的 火车票,False
节目,哦 安徽 卫视 今晚 放 什么 节目,False
食谱,做 红烧肉 要 哪些 材料 呀,False
节目,电影频道 明天 放 什么,False
食谱,干锅 排骨 怎么 做,False
天气,邳州 的 天气,False
飞机,从 厦门 到 昆明 的 飞机,False
食谱,小鸡 炖 蘑菇 怎么 做,False
食谱,酸辣汤 的 做法,False
食谱,胖 鱼头 怎么 烧,False
诗歌,背 一 首 纳兰容若 的 词,False
比赛,7 月 13 号 广州 恒大 俱乐部 的 比赛 有 哪些,False
节目,什么 时候 有 西游记 呢,False
食谱,怎么 做 炸鸡腿,False
食谱,白灼 基尾 虾 的 做法,False
食谱,登录 不行 做 烧鸡 公学 我 爱 你,False
地图,你 知道 中国科技大学 在 哪里 吗,False
食谱,炒 四季豆,False
日程,提醒 我 8 : 10 起床,False
电话,幺 三五 八四 四七 零 五零 二,False
健康,咳嗽 怎么办,False
天气,长春 的 天气,False
电话,拨号 曹 兴发,False
天气,帮 我 查下 天气,False
天气,明天 赣州 什么 天气,False
诗歌,何以 解忧 的 下 一 句 是 什么,False
食谱,葫芦 鸡 怎么 做,False
翻译,橙子 的 英文 怎么 说,False
email,我 想 答复 这个 邮件,False
诗歌,朗诵 诗词,False
健康,肾积水 怎么 治,False
谜语,让 我 猜 个 谜语,False
诗歌,李清照 的 诗,False
飞机,到 北京 的 飞机,False
食谱,葱烧 海参 怎么 做,False
短信,发 信息 给 健美,False
比赛,北京国安 的 赛程,False
联络,把 小 新 的 号码 发给 人名,False
食谱,土豆 的 做法,False
app,下载 飞信,False
天气,今天 柳州 天气 怎么样,False
天气,告诉 我 现在 北京 天气 怎么样,False
食谱,狗肉 怎么 做,False
app,打开 uc 浏览器,False
诗歌,分手时 背 一 首 诗 吧,False
app,打开 天天 动听 并 开始 播放 音乐,False
新闻,我 想 听 新闻,False
股票,平安保险 的 股票价格,False
食谱,米粉 怎么 炒,False
联络,把 人名 电话 发给 人名,False
app,搜索 游戏,False
比赛,中超 赛事 预告 吗,False
食谱,给 我 讲 个 笑话 吧 鱼香肉丝 怎么 做,False
诗歌,你好 啊 再 背 首 诗,False
诗歌,来首 甘露寺,False
谜语,来个 字谜 吗,False
健康,肩周炎 怎么 治,False
股票,查下 银星 能源 股票,False
火车,查 一下 潍坊 到 威海 的 火车票,False
健康,骨折 了 怎么办,False
电视频道,央视 精品 节目,False
食谱,醉 虾 的 做法,False
电话,你 给 人名 打电话,False
天气,广州 的 天气 如何,False
网站,打开 4399 小游戏,False
电视频道,在线 观看 中央 七 套,False
健康,包皮 过长 怎么办 啊 你,False
火车,查下 温州 到 杭州 的 火车票,False
新闻,总计 今天 的 新闻,False
电视频道,听 江苏 交通 广播网,False
翻译,我 饿 用 英文 怎么 说,False
节目,给 我 看看 什么 时候 有 播 盛夏 晚 晴天,False
诗歌,长风 吹 月 渡海 来 下 一 句 是 什么,False
天气,打开 汕头 的 天气预报,False
时间,明天 什么 日子,False
食谱,干锅 排骨 虾 怎么 做,False
节目,哪个 频道 演 爸爸 去 哪儿,False
谜语,打 一个 谜语 男人 的 腿 残,False
网站,打开 网页 小米 论坛,False
火车,从 合肥 到 北京 的 列车,False
食谱,怎么 炒 南瓜,False
火车,帮 我 查 一下 广州 到 深圳 的 火车,False
食谱,的 酸菜鱼 怎么 做 怎么,False
电视频道,宁波 一 台,False
食谱,米饭 怎么 做,False
食谱,炖肉,False
电视频道,CCTV 记录,False
健康,我 是 个 女 的 你 知道 怎样 治脱发 吗,False
翻译,书包 用 英语 怎么 说,False
新闻,我 想 听 足球 类 新闻,False
食谱,帮 我 找 一下 凉拌 海蜇 的 做法,False
食谱,秋葵 怎么 做,False
电话,给 幺 零零 幺 零 打电话,False
飞机,济南 到 重庆 的 航班,False
健康,湿疹 怎么 处理,False
火车,明天 到 郑州 的 火车,False
诗歌,再来 背 一 首 毛泽东 的 诗词,False
诗歌,给 我 念 首 春晓,False
翻译,帮 我 翻译 一下 我 饿 了,False
电话,打电话 给 李 新颖,False
翻译,我 来自 美国 是 一个 地地道道 的 美国 人 用 英语 怎么 说,False
app,我 想 上 qq 了,False
节目,我 要 看 湖南卫视 快乐 大本营,False
火车,从 长沙 到 北京 的 列车,False
股票,中国工商银行 的 股票,False
食谱,狗 光 鱼 怎么 做,False
日程,明天 上午 8 : 10 叫 我 起床,False
飞机,查询 厦门 到 武夷山 的 航班,False
电视频道,高清 江苏,False
火车,北京 到 镇江 的 火车,False
飞机,明天 温州 到 上海 的 航班,False
食谱,虾仁 饭,False
股票,查询 大力 传媒 的 股票,False
食谱,煮 咖喱饭,False
飞机,查 一下 明天 晚上 17 点 30 分 从 上海 飞往 珠海 三灶 机场 的 飞机,False
股票,中国银行 是 跌 了 还是 涨 了,False
计算,45 的 三次方,False
比赛,北京国安 5 月 23 号 比赛 和 谁 踢,False
食谱,可乐 鸡翅 是 怎么 做 的,False
email,我 想 全部 回复,False
日程,帮 我 设定 8 : 10 的 闹钟,False
诗歌,哪里 香 我 来 一 首 李白 的 诗,False
飞机,查 一下 明天 合肥 到 北京 的 航班,False
食谱,夫妻 肺片 怎么 做,False
联络,把 人名 的 手机号码 发给 人名,False
股票,查询 洛阳 钼业 的 股票,False
股票,五 零零 零零 五 的 市值 高 不 高,False
食谱,怎么 炒 番茄 炒,False
新闻,打开 腾讯 头条新闻,False
食谱,鱼 怎么 做 莱,False
网站,中华 军事网,False
健康,得 了 灰指甲 怎么办,False
电视频道,安徽 综艺,False
食谱,铁板烧 怎么 做,False
日程,8 : 10 提醒 我 吃药,False
电视频道,甘肃 台,False
食谱,凉拌 海带,False
食谱,如何 煮 牛肉 饭,False
短信,给 人名 发 信息,False
短信,发短信 给 刘 文说 明天 下午 五 点 有 聚会,False
火车,明天 广州 到 北京 的 火车,False
电视频道,BTV KAKU 少儿,False
app,帮 我 找 菜单,False
食谱,莲藕 牛柳 的 做法,False
诗歌,江涵 秋影 雁 初飞 的 下 一 句 是 什么,False
短信,发 信息 给 陈 明哲,False
短信,发短信 给 张 三 我 明天 去 北京,False
app,打开 应用程序 钱包,False
健康,肾炎 需要 注意 什么,False
诗歌,诗词 满江红,False
日程,提醒 我 明天 约 了,False
诗歌,满园 花菊 郁金 黄 的 下 一 句 是 什么,False
联络,把 哥哥 的 电话 发给 人名,False
电视频道,我 要 看下 中央 六 套,False
节目,湖南卫视 明天 播 什么 节目,False
日程,听到 没有 提醒 我 晚上 有 约会 记得 穿 正装,False
地图,宁波 机场 在 哪里,False
火车,潍坊 到 济南 的 火车票,False
食谱,馒头 怎么 做 吗,False
app,搜索 声控 安卓 软件,False
电话,打电话 给 小 女儿,False
时间,还有 多少 分钟 12 点,False
网站,打开 四三 九九 小游戏 网站,False
股票,宏达 高科 的 股票 跌 了 没有,False
app,打开 qq 找 人名,False
谜语,你 给 我 说 几 个 谜语,False
飞机,四月 二十 日 合肥 到 深圳 的 航班,False
app,下载 汉化 软件,False
飞机,查 一下 从 南京 到 上海 的 航班,False
诗歌,我 要 听 宋词,False
短信,给 德 师傅 发短信,False
股票,查询 一下 讯 飞 科大 今天 的 股票,False
联络,查看 王 老师 的 号码,False
新闻,搜索 最新 新闻,False
食谱,故宫 鱼 怎么 做,False
email,帮 我 写 一 条 新邮件,False
电视频道,帮 我 调转 到 风云 音乐频道,False
食谱,猪肉 怎么 做,False
电视频道,高尔夫 网球,False
比赛,国 足 最新 赛程,False
短信,给 人名 发 信息,False
食谱,红烧 排骨 怎么 做,False
食谱,红烧 猪蹄 怎么 做,False
网站,登录 宜家 官方 网站,False
翻译,你 怎么 了 英文 怎么 讲,False
诗歌,请 背诵 静夜 思,False
地图,带我去 新 都 会,False
节目,少儿 节目 中央 少儿 节目,False
email,给 我 写 一个 新邮件,False
电视频道,江苏 教育 台,False
飞机,从 从 合肥 到 北京 的 航班,False
电话,幺 三 八五 幺 二九二 四 幺 四,False
计算,2 的 2 次方,False
食谱,你 给 我 讲讲 红烧肉 的 做法,False
电视频道,电子 竞技场,False
天气,几 个 田 今天天气 怎么样,False
股票,搜索 泰亚 股份 股票,False
日程,给 我 定 个 8 : 10 的 闹钟,False
节目,今天 什么 好看 电影,False
食谱,恩 红烧 土豆 怎么 做 我 想学,False
食谱,怎么 做 煎饼,False
飞机,明天 去 深圳 的 飞机,False
日程,设定 闹钟,False
食谱,冰糖 雪梨,False
健康,梅毒 怎么 治疗,False
诗歌,读 一 首 古诗,False
电话,四 八七 三 一六六,False
食谱,南瓜饼 的 做法,False
时间,查询 日期,False
食谱,土豆丝 是 怎么 炒,False
